No,Brand,Nama barang,Isi per Dus,Isi per Kotak,Harga
1716,PVC TAIWAN (TW),"V.TEE 1 1/4"" X 3/4"" TW",,,
1717,PVC TAIWAN (TW),"V.TEE 1 1/4"" X 1"" TW",,,
1718,PVC TAIWAN (TW),"V.TEE 1 1/2"" X 1/2"" TW",,,
1719,PVC TAIWAN (TW),"V.TEE 1 1/2"" X 3/4"" TW",,,
1720,PVC TAIWAN (TW),"V.TEE 1 1/2"" X 1"" TW",,,
1721,PVC TAIWAN (TW),"V.TEE 1 1/2"" X 1 1/4"" TW",,,
1722,PVC TAIWAN (TW),"V.TEE 2"" X 1/2"" TW",,,
1723,PVC TAIWAN (TW),"V.TEE 2"" X 3/4"" TW",,,
1724,PVC TAIWAN (TW),"V.TEE 2"" X 1"" TW",,,
1725,PVC TAIWAN (TW),"V.TEE 2"" X 1 1/4"" TW",,,
1726,PVC TAIWAN (TW),"V.TEE 2"" X 1 1/2"" TW",,,
1727,PVC TAIWAN (TW),"V.TEE 2 1/2"" X 1"" TW",,,
1728,PVC TAIWAN (TW),"V.TEE 2 1/2"" X 1 1/2"" TW",,,
1729,PVC TAIWAN (TW),"V.TEE 2 1/2"" X 2"" TW",,,
1730,PVC TAIWAN (TW),"V.TEE 3"" X 1"" TW",,,
1731,PVC TAIWAN (TW),"V.TEE 3"" X 1 1/2"" TW",,,
1732,PVC TAIWAN (TW),"V.TEE 3"" X 2"" TW",,,
1733,PVC TAIWAN (TW),"V.TEE 3"" X 2 1/2"" TW",,,
1734,PVC TAIWAN (TW),"V.TEE 4"" X 1 1/2"" TW",,,
1735,PVC TAIWAN (TW),"V.TEE 4"" X 2"" TW",,,
1736,PVC TAIWAN (TW),"V.TEE 4"" X 2 1/2"" TW",,,
1737,PVC TAIWAN (TW),"V.TEE 4"" X 3"" TW",,,
1738,PVC TAIWAN (TW),"V.TEE 5"" X 3"" TW",,,
1739,PVC TAIWAN (TW),"V.TEE 5"" X 4"" TW",,,
1740,PVC TAIWAN (TW),"V.TEE 6"" X 3"" TW",,,
1741,PVC TAIWAN (TW),"V.TEE 6"" X 4"" TW",,,
1742,PVC TAIWAN (TW),"V.TEE 6"" X 5"" TW",,,
1743,PVC TAIWAN (TW),"V.RING 3/4"" X 1/2"" TW",,,
1744,PVC TAIWAN (TW),"V.RING 1"" X 1/2"" TW",,,
1745,PVC TAIWAN (TW),"V.RING 1"" X 3/4"" TW",,,
1746,PVC TAIWAN (TW),"SDD 3/4"" X 1/2"" TW",,,
1747,PVC TAIWAN (TW),"SDD 1"" X 1/2"" TW",,,
1748,PVC TAIWAN (TW),"SDD 1"" X 3/4"" TW",,,
1749,PVC TAIWAN (TW),"SDL 3/4"" X 1/2"" TW",,,
1750,PVC TAIWAN (TW),"SDL 1"" X 1/2"" TW",,,
1751,PVC TAIWAN (TW),"SDL 1"" X 3/4"" TW",,,
1752,PVC TAIWAN (TW),"KDD 3/4"" X 1/2"" TW",,,
1753,PVC TAIWAN (TW),"KDD 1"" X 1/2"" TW",,,
1754,PVC TAIWAN (TW),"KDD 1"" X 3/4"" TW",,,
1755,PVC TAIWAN (TW),"C.O 3"" TW",,,
1756,PVC TAIWAN (TW),"C.O 4"" TW",,,
1757,PVC TAIWAN (TW),"TDD 1/2"" TW",,,
1758,PVC TAIWAN (TW),"TDD 3/4"" TW",,,
1759,PVC TAIWAN (TW),"KDD 1/2"" TW",,,
1760,PVC TAIWAN (TW),"KDD 3/4"" TW",,,
1761,PVC TAIWAN (TW),"KDD 1"" TW",,,
1762,PVC TAIWAN (TW),"UNION SOCK 3/4"" TW",,,
1763,PVC TAIWAN (TW),"UNION SOCK 1"" TW",,,
1764,PVC TAIWAN (TW),"DOP DRAT 1/2"" TW",,,
1765,PVC TAIWAN (TW),"DOP DRAT 3/4"" TW",,,
1766,PVC TAIWAN (TW),"DOP DRAT 1"" TW",,,
1767,PVC (CM),"KNIE 1/2"" CM",,,
1768,PVC (CM),"KNIE 3/4"" CM",,,
1769,PVC (CM),"KNIE 1"" CM",,,
1770,PVC (CM),"KNIE 1 1/4"" CM",,,
1771,PVC (CM),"KNIE 1 1/2"" CM",,,
1772,PVC (CM),"KNIE 2"" CM",,,
1773,PVC (CM),"KNIE 2 1/2"" CM",,,
1774,PVC (CM),"KNIE 3"" CM",,,
1775,PVC (CM),"KNIE 4"" CM",,,
1776,PVC (CM),"KNIE 5"" CM",,,
1777,PVC (CM),"KNIE 6"" CM",,,
1778,PVC (CM),"KNIE 8"" CM",,,
1779,PVC (CM),"SOCK 1/2"" CM",,,
1780,PVC (CM),"SOCK 3/4"" CM",,,
1781,PVC (CM),"SOCK 1"" CM",,,
1782,PVC (CM),"SOCK 1 1/4"" CM",,,
1783,PVC (CM),"SOCK 1 1/2"" CM",,,
1784,PVC (CM),"SOCK 2"" CM",,,
1785,PVC (CM),"SOCK 2 1/2"" CM",,,
1786,PVC (CM),"SOCK 3"" CM",,,
1787,PVC (CM),"SOCK 4"" CM",,,
1788,PVC (CM),"SOCK 5"" CM",,,
1789,PVC (CM),"SOCK 6"" CM",,,
1790,PVC (CM),"SOCK 8"" CM",,,
1791,PVC (CM),"SOCK 10"" CM",,,
1792,PVC (CM),"TEE 1/2"" CM",,,
1793,PVC (CM),"TEE 3/4"" CM",,,
1794,PVC (CM),"TEE 1"" CM",,,
1795,PVC (CM),"TEE 1 1/4"" CM",,,
1796,PVC (CM),"TEE 1 1/2"" CM",,,
1797,PVC (CM),"TEE 2"" CM",,,
1798,PVC (CM),"TEE 2 1/2"" CM",,,
1799,PVC (CM),"TEE 3"" CM",,,
1800,PVC (CM),"TEE 4"" CM",,,
1801,PVC (CM),"TEE 5"" CM",,,
1802,PVC (CM),"TEE 6"" CM",,,
1803,PVC (CM),"SDL 1/2"" CM",,,
1804,PVC (CM),"SDL 3/4"" CM",,,
1805,PVC (CM),"SDL 1"" CM",,,
1806,PVC (CM),"SDL 1 1/4"" CM",,,
1807,PVC (CM),"SDL 1 1/2"" CM",,,
1808,PVC (CM),"SDL 2"" CM",,,
1809,PVC (CM),"SDL 2 1/2"" CM",,,
1810,PVC (CM),"SDL 3"" CM",,,
1811,PVC (CM),"SDL 4"" CM",,,
1812,PVC (CM),"SDD 1/2"" CM",,,
1813,PVC (CM),"SDD 3/4"" CM",,,
1814,PVC (CM),"SDD 1"" CM",,,
1815,PVC (CM),"SDD 1 1/4"" CM",,,
1816,PVC (CM),"SDD 1 1/2"" CM",,,
1817,PVC (CM),"SDD 2"" CM",,,
1818,PVC (CM),"SDD 2 1/2"" CM",,,
1819,PVC (CM),"SDD 3"" CM",,,
1820,PVC (CM),"SDD 4"" CM",,,
1821,PVC (CM),"DOP 1/2"" CM",,,
1822,PVC (CM),"DOP 3/4"" CM",,,
1823,PVC (CM),"DOP 1"" CM",,,
1824,PVC (CM),"DOP 1 1/4"" CM",,,
1825,PVC (CM),"DOP 1 1/2"" CM",,,
1826,PVC (CM),"DOP 2"" CM",,,
1827,PVC (CM),"DOP 2 1/2"" CM",,,
1828,PVC (CM),"DOP 3"" CM",,,
1829,PVC (CM),"DOP 4"" CM",,,
1830,PVC (CM),"DOP 5"" CM",,,
1831,PVC (CM),"DOP 6"" CM",,,
1832,PVC (CM),"DOP 8"" CM",,,
1833,PVC (CM),"DOP 10"" CM",,,
1834,PVC (CM),"PLUG 1/2"" CM",,,
1835,PVC (CM),"PLUG 3/4"" CM",,,
1836,PVC (CM),"PLUG 1"" CM",,,
1837,PVC (CM),"KENI 45 2"" CM",,,
1838,PVC (CM),"KENI 45 3"" CM",,,
1839,PVC (CM),"KENI 45 4"" CM",,,
1840,PVC (CM),"KENI 45 6"" CM",,,
1841,PVC (CM),"V.SOCK 3/4"" X 1/2"" CM",,,
1842,PVC (CM),"V.SOCK 1"" X 1/2"" CM",,,
1843,PVC (CM),"V.SOCK 1"" X 3/4"" CM",,,
1844,PVC (CM),"V.SOCK 1 1/4"" X 1/2"" CM",,,
1845,PVC (CM),"V.SOCK 1 1/4"" X 3/4"" CM",,,
1846,PVC (CM),"V.SOCK 1 1/4"" X 1"" CM",,,
1847,PVC (CM),"V.SOCK 1 1/2"" X 1/2"" CM",,,
1848,PVC (CM),"V.SOCK 1 1/2"" X 3/4"" CM",,,
1849,PVC (CM),"V.SOCK 1 1/2"" X 1"" CM",,,
1850,PVC (CM),"V.SOCK 1 1/2"" X 1 1/4"" CM",,,
1851,PVC (CM),"V.SOCK 2"" X 1/2"" CM",,,
1852,PVC (CM),"V.SOCK 2"" X 3/4"" CM",,,
1853,PVC (CM),"V.SOCK 2"" X 1"" CM",,,
1854,PVC (CM),"V.SOCK 2"" X 1 1/4"" CM",,,
1855,PVC (CM),"V.SOCK 2"" X 1 1/2"" CM",,,
1856,PVC (CM),"V.SOCK 2 1/2"" X 1"" CM",,,
1857,PVC (CM),"V.SOCK 2 1/2"" X 1 1/2"" CM",,,
1858,PVC (CM),"V.SOCK 2 1/2"" X 2"" CM",,,
1859,PVC (CM),"V.SOCK 3"" X 1"" CM",,,
1860,PVC (CM),"V.SOCK 3"" X 1 1/2"" CM",,,
1861,PVC (CM),"V.SOCK 3"" X 2"" CM",,,
1862,PVC (CM),"V.SOCK 3"" X 2 1/2"" CM",,,
1863,PVC (CM),"V.SOCK 4"" X 1 1/2"" CM",,,
1864,PVC (CM),"V.SOCK 4"" X 2"" CM",,,
1865,PVC (CM),"V.SOCK 4"" X 2 1/2"" CM",,,
1866,PVC (CM),"V.SOCK 4"" X 3"" CM",,,
1867,PVC (CM),"V.SOCK 5"" X 3"" CM",,,
1868,PVC (CM),"V.SOCK 5"" X 4"" CM",,,
1869,PVC (CM),"V.SOCK 6"" X 3"" CM",,,
1870,PVC (CM),"V.SOCK 6"" X 4"" CM",,,
1871,PVC (CM),"V.SOCK 6"" X 5"" CM",,,
1872,PVC (CM),"V.TEE 3/4"" X 1/2"" CM",,,
1873,PVC (CM),"V.TEE 1"" X 1/2"" CM",,,
1874,PVC (CM),"V.TEE 1"" X 3/4"" CM",,,
1875,PVC (CM),"V.TEE 1 1/4"" X 1/2"" CM",,,
1876,PVC (CM),"V.TEE 1 1/4"" X 3/4"" CM",,,
1877,PVC (CM),"V.TEE 1 1/4"" X 1"" CM",,,
1878,PVC (CM),"V.TEE 1 1/2"" X 1/2"" CM",,,
1879,PVC (CM),"V.TEE 1 1/2"" X 3/4"" CM",,,
1880,PVC (CM),"V.TEE 1 1/2"" X 1"" CM",,,
1881,PVC (CM),"V.TEE 1 1/2"" X 1 1/4"" CM",,,
1882,PVC (CM),"V.TEE 2"" X 1/2"" CM",,,
1883,PVC (CM),"V.TEE 2"" X 3/4"" CM",,,
1884,PVC (CM),"V.TEE 2"" X 1"" CM",,,
1885,PVC (CM),"V.TEE 2"" X 1 1/4"" CM",,,
1886,PVC (CM),"V.TEE 2"" X 1 1/2"" CM",,,
1887,PVC (CM),"V.TEE 2 1/2"" X 1"" CM",,,
1888,PVC (CM),"V.TEE 2 1/2"" X 1 1/2"" CM",,,
1889,PVC (CM),"V.TEE 2 1/2"" X 2"" CM",,,
1890,PVC (CM),"V.TEE 3"" X 1"" CM",,,
1891,PVC (CM),"V.TEE 3"" X 1 1/2"" CM",,,
1892,PVC (CM),"V.TEE 3"" X 2"" CM",,,
1893,PVC (CM),"V.TEE 3"" X 2 1/2"" CM",,,
1894,PVC (CM),"V.TEE 4"" X 1 1/2"" CM",,,
1895,PVC (CM),"V.TEE 4"" X 2"" CM",,,
1896,PVC (CM),"V.TEE 4"" X 2 1/2"" CM",,,
1897,PVC (CM),"V.TEE 4"" X 3"" CM",,,
1898,PVC (CM),"V.TEE 5"" X 3"" CM",,,
1899,PVC (CM),"V.TEE 5"" X 4"" CM",,,
1900,PVC (CM),"V.TEE 6"" X 3"" CM",,,
1901,PVC (CM),"V.TEE 6"" X 4"" CM",,,
1902,PVC (CM),"V.TEE 6"" X 5"" CM",,,
1903,PVC (CM),"V.RING 3/4"" X 1/2"" CM",,,
1904,PVC (CM),"V.RING 1"" X 1/2"" CM",,,
1905,PVC (CM),"V.RING 1"" X 3/4"" CM",,,
1906,PVC (CM),"SDD 3/4"" X 1/2"" CM",,,
1907,PVC (CM),"SDD 1"" X 1/2"" CM",,,
1908,PVC (CM),"SDD 1"" X 3/4"" CM",,,
1909,PVC (CM),"SDL 3/4"" X 1/2"" CM",,,
1910,PVC (CM),"SDL 1"" X 1/2"" CM",,,
1911,PVC (CM),"SDL 1"" X 3/4"" CM",,,
1912,PVC (CM),"KDD 3/4"" X 1/2"" CM",,,
1913,PVC (CM),"KDD 1"" X 1/2"" CM",,,
1914,PVC (CM),"KDD 1"" X 3/4"" CM",,,
1915,PVC (CM),"C.O 3"" CM",,,
1916,PVC (CM),"C.O 4"" CM",,,
1917,PVC (CM),"TDD 1/2"" CM",,,
1918,PVC (CM),"TDD 3/4"" CM",,,
1919,PVC (CM),"KDD 1/2"" CM",,,
1920,PVC (CM),"KDD 3/4"" CM",,,
1921,PVC (CM),"KDD 1"" CM",,,
1922,PVC (CM),"UNION SOCK 3/4"" CM",,,
1923,PVC (CM),"UNION SOCK 1"" CM",,,
1924,PVC (CM),"DOP DRAT 1/2"" CM",,,
1925,PVC (CM),"DOP DRAT 3/4"" CM",,,
1926,PVC (CM),"DOP DRAT 1"" CM",,,
1927,,,,,
1928,,,,,
1929,SAN EI,SEMIJET SE 100,,,
1930,SAN EI,SEMIJET SE 265,,,
1931,SAN EI,SEMIJET SE 250 STAINLESS,,,
1932,SAN EI,SE 260,,,
1933,SAN EI,SE 370,,,
1934,SAN EI,SE 505,,,
1935,SAN EI,SEMIJET SE 100 PC,,,
1936,SAN EI,SEMIJET SE 265 PC,,,
1937,SAN EI,SEMIJET SE 250 PC,,,
1938,SAN EI,SE 260 PC,,,
1939,SAN EI,SE 370 PC,,,
1940,SAN EI,SE 505 PC,,,
1941,SAN EI,SE 175,,,
1942,SAN EI,SE 302,,,
1943,SAN EI,SE 401,,,
1944,SAN EI,SE 402 (3 PHASE),,,
1945,SAN EI,SE 403 (3 PHASE),,,
1946,SAN EI,SE 503,,,
1947,SAN EI,SE 504,,,
1948,SAN EI,CELUP SE 132 NON AUTO,,,
1949,SAN EI,CELUP SE 132 AUTO,,,
1950,SAN EI,CELUP SE 126 NON AUTO,,,
1951,SAN EI,CELUP SE 265 AUTO,,,
1952,SAN EI,CELUP SE 555 AUTO,,,
1953,SAN EI,CELUP SE STAINLESS SE 265,,,
1954,SAN EI,CELUP SE 2400,,,
1955,SAN EI,CELUP SE DC KAPAL,,,
1956,SAN EI,CELUP SE 180 NON AUTO,,,
1957,SAN EI,CELUP SE 180 AUTO,,,
1958,SAN EI,CELUP SE 450 AK,,,
1959,SAN EI,CELUP SE 250 SP,,,
1960,SAN EI,CELUP SE 500 NA,,,
1961,SAN EI,CELUP SE 500 AUTO,,,
1962,SAN EI,CELUP SE 750 SP,,,
1963,SAN EI,CELUP QDX 550,,,
1964,SAN EI,CELUP SE 150 AUTO,,,
1965,SAN EI,CELUP SE 150 NON AUTO,,,
1966,SAN EI,CELUP SE 200 AUTO,,,
1967,SAN EI,CELUP SE 200 NON AUTO,,,
1968,SAN EI,CELUP SE 400 AUTO,,,
1969,SAN EI,CELUP SE 400 NON AUTO,,,
1970,SAN EI,CELUP SEC 1100 AB,,,
1971,SAN EI,CELUP SEC 1500 AB,,,
1972,SAN EI,CELUP SEC 1800 AB,,,
1973,SAN EI,WQD 550,,,
1974,SAN EI,SEC 2200 1P & 3P,,,
1975,SAN EI,SEC 30-12-0.75,,,
1976,SAN EI,SEC 16-9-0.45,,,
1977,SAN EI,SEB 60,,,
1978,SAN EI,SEB 150,,,
1979,SAN EI,SEB 156,,,
1980,SAN EI,SEB 256,,,
1981,SAN EI,PP JET 100,,,
1982,SAN EI,PP JET 265,,,
1983,SAN EI,PP JP 260 KTT,,,
1984,SAN EI,PP JP 370 KTT,,,
1985,SAN EI,PP JP 505 COMPLETE,,,
1986,SAN EI,PP EXTRA JP 260 KTT,,,
1987,SAN EI,PP EXTRA JP 370 KTT,,,
1988,SAN EI,4 SEP 0.5 HP,,,
1989,SAN EI,4 SEP 0.75 HP,,,
1990,SAN EI,4 SEP 1 HP,,,
1991,SAN EI,4 SEP 1.5 HP,,,
1992,SAN EI,4 SEP 2 HP,,,
1993,SAN EI,4 SEP 0.5 HP + KABEL,,,
1994,SAN EI,4 SEP 0.75 HP + KABEL,,,
1995,SAN EI,4 SEP 1 HP + KABEL,,,
1996,SAN EI,4 SEP 0.25 HP,,,
1997,SAN EI,3 SEP 0.33 HP,,,
1998,SAN EI,3 SEP 0.5 HP,,,
1999,SAN EI,3 SEP 0.75 HP,,,
2000,SAN EI,3 SEP 1 HP,,,
2001,SAN EI,3 SEP 1.5 HP,,,
2002,SAN EI,3 SEP 2 HP,,,
2003,SAN EI,3 SEP 0.25 HP + KABEL,,,
2004,SAN EI,3 SEP 0.33 HP + KABEL,,,
2005,SAN EI,3 SEP 0.5 HP + KABEL,,,
2006,SAN EI,3 SEP 0.75 HP + KABEL,,,
2007,SAN EI,3 SEP 1 HP + KABEL,,,
2008,SAN EI,2.5 SEP 0.25 HP,,,
2009,SAN EI,2.5 SEP 0.33 HP,,,
2010,SAN EI,2.5 SEP 0.5 HP,,,
2011,SAN EI,2.5 SEP 0.75 HP,,,
2012,SAN EI,2.5 SEP 0.25 HP + KABEL,,,
2013,SAN EI,2.5 SEP 0.33 HP + KABEL,,,
2014,SAN EI,2.5 SEP 0.5 HP + KABEL,,,
2015,SAN EI,2.5 SEP 0.75 HP + KABEL,,,
2016,SAN EI,2 SEU 0.33 HP,,,
2017,SAN EI,2 SEP 0.25 HP,,,
2018,SAN EI,2 SEP 0.33 HP,,,
2019,SAN EI,2 SEP 0.5 HP,,,
2020,SAN EI,2 SEP 0.25 HP + KABEL,,,
2021,SAN EI,2 SEP 0.33 HP + KABEL,,,
2022,SAN EI,2 SEP 0.5 HP + KABEL,,,
2023,SAN EI,3 SES 2-11 0.5 HP,,,
2024,SAN EI,3 SES 2-16 0.75 HP,,,
2025,SAN EI,3 SES 2-20 1 HP,,,
2026,SAN EI,4 SES 3-6 0.5 HP,,,
2027,SAN EI,4 SES 3-9 0.75 HP,,,
2028,SAN EI,4 SES 3-12 1 HP,,,
2029,SAN EI,4 SES 3-18 1.5 HP,,,
2030,SAN EI,4 SES 3-25 2 HP,,,
2031,SAN EI,4 SES 5-12 1.5 HP,,,
2032,SAN EI,4 SES 5-17 2 HP,,,
2033,SAN EI,4 SES 5-25 3 HP,,,
2034,SAN EI,4 SES 0.5 HP + KABEL,,,
2035,SAN EI,4 SES 0.75 HP + KABEL,,,
2036,SAN EI,4 SES 1 HP + KABEL,,,
2037,SAN EI,4 SES 8-10 2 HP,,,
2038,SAN EI,4 SES 8-15 3 HP,,,
2039,SAN EI,4 SS3P 8-15 3 HP,,,
2040,SAN EI,4 SS3P 8-18 4 HP,,,
2041,SAN EI,4 SS3P 8-25 5.5 HP,,,
2042,SAN EI,6 SES 17-4 3 HP,,,
2043,SAN EI,6 SES 30-4 5.5 HP,,,
2044,SAN EI,6 SES 46-3 5.5 HP,,,
2045,SAN EI,6 SES 60-3 7.5 HP,,,
2046,SAN EI,3 KIP 1.8/8 0.25 HP,,,
2047,SAN EI,3 KIP 2.5/11 0.5 HP,,,
2048,SAN EI,3 KIP 2.5/16 0.75 HP,,,
2049,SAN EI,3 KIP 2.5/21 1 HP,,,
2050,SAN EI,4 KIP 3/7 0.5 HP,,,
2051,SAN EI,4 KIP 3/10 0.75 HP,,,
2052,SAN EI,4 KIP 3/13 1 HP,,,
2053,SAN EI,3 KBP 2/11 0.5 HP,,,
2054,SAN EI,3 KBP 2/15 0.75 HP,,,
2055,SAN EI,3 KBP 2/21 1 HP,,,
2056,SAN EI,TANGKI 19 L,,,
2057,SAN EI,TANGKI 2 L,,,
2058,SAN EI,TANGKI PLASTIK,,,
2059,SAN EI,TANGKI FIBER,,,
2060,SAN EI,TANGKI FIBER + MUR SOCK,,,
2061,SAN EI,Mechanical Seal GP 125 / N-100,,,
2062,SAN EI,Mechanical Seal X-8 / SY 100,,,
2063,SAN EI,Mechanical Seal GP - 200,,,
2064,SAN EI,Mechanical Seal JP - 10 / SY 130,,,
2065,SAN EI,Mechanical Seal JP - 12 / SY-250,,,
2066,SAN EI,Mechanical Seal JP AB 12 / SHM 130,,,
2067,SAN EI,Mechanical Seal SP 151-15 / SHM 250,,,
2068,SAN EI,Mechanical Seal MS-12 / DB 125,,,
2069,SAN EI,Mechanical Seal MS-13 / DB JET 100,,,
2070,SAN EI,Mechanical Seal JDQ - 14 / MS 14,,,
2071,SAN EI,Mechanical Seal ST 100 / TOYOMOTO 125,,,
2072,SAN EI,Mechanical Seal JP 255 TOYOMOTO,,,
2073,SAN EI,Mechanical Seal DB 255 KEONG,,,
2074,SAN EI,Mechanical Seal DB 505 KEONG,,,
2075,SAN EI,Mechanical Seal 505 TOYOMOTO,,,
2076,SAN EI,Mechanical Seal 208 / PA 250,,,
2077,SAN EI,Mechanical Seal SHM 260,,,
2078,SAN EI,Mechanical Seal MS-17 / 402,,,
2079,SAN EI,"Mechanical Seal SATELIT 4""",,,
2080,SAN EI,"Mechanical Seal SATELIT 3""",,,
2081,SAN EI,Mechanical Seal 1800,,,
2082,SAN EI,Mechanical Seal 750,,,
2083,SAN EI,Mechanical Seal 500,,,
2084,SAN EI,Mechanical Seal RING PENTAGON,,,
2085,SAN EI,Impeller Kuningan GP 200,,,
2086,SAN EI,Impeller Kuningan GP 125,,,
2087,SAN EI,Impeller Kuningan MS 125 B,,,
2088,SAN EI,Impeller Kuningan ST 100 / DB 125,,,
2089,SAN EI,Impeller Kuningan IM - 8 / SYO 100,,,
2090,SAN EI,Impeller Kuningan IM - 10,,,
2091,SAN EI,Impeller Kuningan IM - 12,,,
2092,SAN EI,Impeller Kuningan IM 136 / SYO 136,,,
2093,SAN EI,Impeller Kuningan PS 105 / SHM 130,,,
2094,SAN EI,Impeller Kuningan SHM 226 / 230,,,
2095,SAN EI,Impeller Kuningan PWH 135 / SYO 135,,,
2096,SAN EI,Impeller Kuningan KS 125,,,
2097,SAN EI,Impeller Kuningan 402,,,
2098,SAN EI,Impeller Kuningan 403,,,
2099,SAN EI,Impeller Plastik SEMI JET 195 PPO KUNING,,,
2100,SAN EI,Impeller Plastik SYD 255,,,
2101,SAN EI,Impeller Plastik GS 250 / SHM 250 SEPHIE,,,
2102,SAN EI,Impeller Plastik PC 260 SHM,,,
2103,SAN EI,Impeller Plastik JP 255,,,
2104,SAN EI,Impeller Plastik JP 370,,,
2105,SAN EI,Impeller Plastik SEMI JET 100 DRAT PPO,,,
2106,SAN EI,Impeller Plastik SEMI JET 100 SEPHI PPO,,,
2107,SAN EI,Impeller Plastik SEMI JET 100 SHM MODEL LAMA,,,
2108,SAN EI,Impeller Plastik SEMI JET 100 NEW MODEL,,,
2109,SAN EI,Impeller Plastik AL 255,,,
2110,SAN EI,Impeller Plastik AL 370,,,
2111,SAN EI,Impeller Plastik BL 255,,,
2112,SAN EI,Impeller Plastik 401 OPEN IMPELLER,,,
2113,SAN EI,Impeller Plastik SEMI JET 265,,,
2114,SAN EI,"Impeller & Diffuser Satelit 4"" POM 2 / 3 KUBIK",,,
2115,SAN EI,"Impeller & Diffuser Satelit 4"" STAINLESS",,,
2116,SAN EI,"Impeller & Diffuser Satelit 3"" POM 2.5",,,
2117,SAN EI,Impeller Cover GP 125 KUNINGAN MODEL BARU,,,
2118,SAN EI,Impeller Cover MS 125 B,,,
2119,SAN EI,Impeller Cover PN 125 SHM,,,
2120,SAN EI,Impeller Cover GP 200 PLASTIK HITAM,,,
2121,SAN EI,Impeller Cover GP 125 PLASTIK HITAM,,,
2122,SAN EI,Impeller Cover HT-100,,,
2123,SAN EI,Impeller Cover SHM 226 & 230,,,
2124,SAN EI,Deffuser SYO 255 ABU2,,,
2125,SAN EI,Deffuser 505 PPO,,,
2126,SAN EI,Deffuser 255,,,
2127,SAN EI,Deffuser JET 100,,,
2128,SAN EI,Deffuser JET 100 SHM,,,
2129,SAN EI,Deffuser GS / SHM 250,,,
2130,SAN EI,Otomatis KIP 1/4,,,
2131,SAN EI,Otomatis KIP 3/8,,,
2132,SAN EI,Otomatis KIP 1/4 TRANSPARANT,,,
2133,SAN EI,Otomatis KIP 3/8 TRANSPARANT,,,
2134,SAN EI,Otomatis SE 1/4,,,
2135,SAN EI,Otomatis SE 3/8,,,
2136,SAN EI,Otomatis SYD SE 1/4,,,
2137,SAN EI,Otomatis SYD SE 3/8,,,
2138,SAN EI,Otomatis NEW KYUSHU 1/4,,,
2139,SAN EI,Otomatis NEW KYUSHU 3/8,,,
2140,SAN EI,Otomatis ZILMET 1/4,,,
2141,SAN EI,Otomatis ZILMET 3/8,,,
2142,SAN EI,Otomatis FOUNTAIN 1/4,,,
2143,SAN EI,Otomatis KIP ABU ABU,,,
2144,SAN EI,Otomatis KIP PM 5,,,
2145,SAN EI,Otomatis KIP FRNS,,,
2146,SAN EI,Otomatis KIP SYD PH 130,,,
2147,SAN EI,Otomatis SAN EI PM 5,,,
2148,SAN EI,Otomatis SAN EI ABU2,,,
2149,SAN EI,PRESSURE CONTROL SE PC-1,,,
2150,SAN EI,PRESSURE CONTROL SE PC-2,,,
2151,SAN EI,PRESSURE CONTROL SE PC-3,,,
2152,SAN EI,PRESSURE CONTROL SE PC-4,,,
2153,SAN EI,"BRASS SWITCH BOOSTER 1/2""",,,
2154,SAN EI,"BRASS SWITCH BOOSTER 1""",,,
2155,SAN EI,RADAR SE,,,
2156,SAN EI,RADAR SHINTUNG,,,
2157,SAN EI,RADAR CELUP 2M,,,
2158,SAN EI,RADAR CELUP 5M,,,
2159,SAN EI,PRESSURE METER LUBANG KECIL,,,
2160,SAN EI,PRESSURE METER LUBANG BESAR & BODY BSR,,,
2161,SAN EI,PRESSURE METER MODEL GF,,,
2162,SAN EI,CAPACITOR BULAT KABEL SE 6 UF / 450 V,,,
2163,SAN EI,CAPACITOR BULAT KABEL SE 8 UF / 450 V,,,
2164,SAN EI,CAPACITOR BULAT KABEL SE 10 UF / 450 V,,,
2165,SAN EI,CAPACITOR BULAT KABEL SE 12 UF / 450 V,,,
2166,SAN EI,CAPACITOR BULAT KABEL SE 14 UF / 450 V,,,
2167,SAN EI,CAPACITOR BULAT KABEL SE 16 UF / 450 V,,,
2168,SAN EI,CAPACITOR BULAT KABEL SE 18 UF / 450 V,,,
2169,SAN EI,CAPACITOR BULAT KABEL SE 20 UF / 450 V,,,
2170,SAN EI,CAPACITOR BULAT KABEL SE 25 UF / 450 V,,,
2171,SAN EI,CAPACITOR BULAT KABEL SE 30 UF / 450 V,,,
2172,SAN EI,CAPACITOR BULAT KABEL SE 31.5 UF / 450 V,,,
2173,SAN EI,CAPACITOR BULAT KABEL SE 35 UF / 450 V,,,
2174,SAN EI,CAPACITOR BULAT KABEL SE 40 UF / 450 V,,,
2175,SAN EI,CAPACITOR BULAT KABEL SE 45 UF / 450 V,,,
2176,SAN EI,CAPACITOR BULAT KABEL SE 50 UF / 450 V,,,
2177,SAN EI,CAPACITOR BULAT KABEL SE 100 UF / 450 V,,,
2178,SAN EI,CAPACITOR BULAT KABEL SE 120 UF / 450 V,,,
2179,SAN EI,CAPACITOR KOTAK SE 1 UF / 450 V,,,
2180,SAN EI,CAPACITOR KOTAK SE 1.2 UF / 450 V,,,
2181,SAN EI,CAPACITOR KOTAK SE 1.5 UF / 450 V,,,
2182,SAN EI,CAPACITOR KOTAK SE 2 UF / 450 V,,,
2183,SAN EI,CAPACITOR KOTAK SE 2.5 UF / 450 V,,,
2184,SAN EI,CAPACITOR KOTAK SE 3 UF / 450 V,,,
